,Occupation,Family Type,Family Interest,House Type,Number Of Residents,Average Age,Distance To Nearest Tower [m],Number Of Phones,Number Of Computers,Number Of Tvs,Number Of Pets,Customer Happiness,Time Spend On YouTube [min],Time Spend On TikTok [min],Time Spend On Instagram [min],Time Spend On Spotify [min],Size of home [m2],Mobile Traffic
1855,Nurse,Singles,Sporty,Glas,3,57,80.42407961312567,2,1,1,1,7,9.063158275200294,12.775853534562996,6.442949835710008,9.22453688486664,0.891385892810258,10.502319381354898
1856,Firefighter,Singles,Sporty,Metal,3,54,85.5287374817622,4,2,1,1,8,15.176416204495627,18.266593521523596,6.201864406750238,36.06290829506585,0.46293013537123096,11.885391193518366
1857,Salesman,Couple,Musical,Glas,2,51,75.96523032015818,2,1,1,1,6,12.32026079824977,4.9792483769425635,7.893449087694093,19.056679641616608,0.4332082805257729,9.6810418267701
1858,Teacher,Seniors,Travelling,Concrete,2,37,50.81737260205936,2,0,1,1,6,3.00579222285959,18.477813098663486,10.785922203551877,7.201130934177876,0.39735881739301837,6.602333757414543
1859,Student,Singles,Outdoor,Glas,4,56,66.9279652634097,3,1,2,0,6,17.11538192777626,12.313003738679386,12.20031874055388,13.552475968900191,0.3662549359654339,11.700686398305871
1860,Data Scientist,Couple,Crafty,Concrete,2,46,56.66347652335204,1,1,1,1,7,13.830413124512459,7.030369128331312,5.166759778045319,8.453450057964886,0.542877766054025,8.703205924722688
1861,Salesman,Seniors,Outdoor,Tiles,3,47,110.26429174117621,3,1,2,1,7,11.956560729335303,11.87121728294081,15.076703345893764,22.244457970814608,0.5678657628100999,12.622295804869626
1862,Nurse,Couple,Gaming,Wood,2,47,80.58013155997995,2,1,1,1,5,11.45536769411368,7.341940767828537,18.33928403936175,39.62207457082904,0.4891511375837482,8.057907697103687
1863,Nurse,Seniors,Outdoor,Glas,2,37,63.050659510363836,2,2,1,0,6,12.725125031494358,17.628778859160942,11.514949802684448,62.391576288918415,0.2369915026366,9.095921938849811
1864,Teacher,Family,Sporty,Metal,2,55,69.65344025323085,2,2,1,0,7,12.551113749058334,5.156256386163106,20.518897689848483,15.951308619366856,0.34439884315952773,10.205001172823794
1865,Firefighter,Seniors,Outdoor,Wood,4,43,71.31547314783957,5,1,1,1,8,10.285402305426759,52.86980715197045,137.0060064534305,77.01942397611641,0.47034013171881395,12.35976095500471
1866,Student,Singles,Crafty,Glas,2,51,81.53546529014757,3,1,1,1,6,11.417140238241682,6.192090697270033,30.645526569439756,55.184980941111235,0.541511635409619,9.259177014497213
1867,Student,Family,Sporty,Concrete,1,52,54.57275862696348,2,1,2,0,5,13.719501054474554,9.053425805807334,9.821355729531803,16.02634037804204,0.4506351517570226,6.614095824293484
1868,Firefighter,Couple,Musical,Wood,3,53,90.971991562639,2,2,1,1,8,10.741510073213071,6.939453131196657,6.396166809992525,25.421879892315392,0.5452603531761074,9.770762441492039
1869,Data Scientist,Couple,Crafty,Metal,1,51,52.14408112815218,1,1,1,1,6,8.370199487397045,13.799133879462723,4.166575407687839,5.300924166660968,0.6548661515482295,6.233107442038374
1870,Firefighter,Couple,Musical,Wood,2,41,115.49912177414075,1,1,1,1,7,10.930726805919154,3.5474402135739886,1.3925104647187054,3.569863471060054,0.6731290554066991,10.429349565001683
1871,Teacher,Family,Crafty,Tiles,3,50,52.5766170403186,3,1,1,1,9,19.79752867963684,9.123783783885834,5.122847116777101,13.017469383568228,0.6016149935708275,12.078481813923839
1872,Teacher,Couple,Outdoor,Metal,2,27,48.81143654924168,2,1,1,1,8,18.437442025807165,9.272839066316319,13.151401965121302,5.530288016129773,0.5841157609182879,11.807002240850938
1873,Nurse,Singles,Musical,Wood,3,52,79.42641926773192,2,1,1,1,8,11.276387676736233,9.201519450250629,8.403718924688302,31.132856414325076,0.4631598415430482,9.74289105682421
1874,Data Scientist,Family,Gaming,Glas,1,54,28.95012312459771,2,1,1,1,7,12.231250060134482,5.142564172085519,9.863775330599745,43.83338462240455,0.29873696747784706,5.697015571768999
1875,Data Scientist,Family,Gaming,Metal,4,57,100.4983159533584,2,1,1,1,8,13.26744687608874,4.398727607538341,19.165217425279053,36.0777153266634,0.6511753253203985,11.807472563641166
1876,Student,Family,Crafty,Tiles,1,44,29.4188989810813,1,1,1,0,8,12.89715700118678,3.9889819949461276,7.6787525195229644,5.1267342339373165,0.4976654412078053,6.863015423247912
1877,Nurse,Family,Gaming,Concrete,2,47,39.18469312417962,3,1,1,1,8,11.201286799979279,9.984311523294751,8.258347074187894,42.601777569377184,0.5374041282009056,8.358723877562088
1878,Nurse,Singles,Sporty,Tiles,2,47,64.1607816732386,2,1,1,0,8,11.127651036392631,6.660423991474019,23.457184531687933,25.963355146150192,0.5854367941872002,9.387088554643283
1879,Teacher,Family,Gaming,Glas,4,59,50.52291820946093,3,1,1,1,7,16.837254156816464,11.143954402895869,11.069471180309764,34.50636987395897,0.47954030430643674,10.171197624621396
1880,Teacher,Couple,Sporty,Metal,1,50,44.8576397396476,1,0,1,0,7,6.60519131479373,5.80822408083266,6.638858093618653,5.738378761375979,0.38080422995310653,5.739615949464297
1881,Teacher,Couple,Travelling,Tiles,1,43,33.75173444429008,1,1,1,1,8,16.718256677735532,17.059991134665957,6.982119020523738,8.816520936611855,0.5474297655368441,13.34834489690376
1882,Student,Seniors,Outdoor,Tiles,2,37,55.63276794434478,1,1,1,0,10,17.679740939150385,8.495955453435995,4.763109122941564,7.927492870747511,0.46450034594562706,11.213349531916146
1883,Firefighter,Couple,Crafty,Glas,2,53,65.27036158657457,1,1,1,1,7,9.284587511086325,5.8642782797565,6.286001184937742,3.347158694870972,0.6028371856838711,8.238098078183082
1884,Salesman,Seniors,Musical,Glas,3,61,90.64939675199099,3,2,1,1,5,16.870228914239412,9.017327653439606,4.360681759279934,42.7273813241928,0.7094985680659109,8.923010537633512
1885,Salesman,Seniors,Outdoor,Tiles,3,42,59.03801429900886,4,1,2,1,9,14.081716839214549,4.997343875108481,17.507531515273733,5.754792648019029,0.5005772624717775,12.502181758267385
1886,Teacher,Seniors,Outdoor,Tiles,3,46,76.36217514536686,4,1,1,0,7,18.30554006797832,9.344087036212397,18.44910315056869,38.87612156927717,0.5310927423227689,10.321933274093364
1887,Data Scientist,Couple,Crafty,Tiles,2,51,58.3364600497833,0,1,1,0,8,10.079321823614835,7.170557029710245,3.228434998230778,3.6966768226086373,0.518248436362275,7.204132258104549
1888,Student,Seniors,Sporty,Concrete,2,56,67.03875013463677,3,1,2,1,4,26.306967558087628,9.959475722059157,21.438871427327204,58.53172002891661,0.43172185012706304,9.779936379589419
1889,Nurse,Seniors,Crafty,Metal,2,55,68.59257667173085,2,1,2,1,10,8.370246368562025,8.00718080526718,8.083087179103883,11.688793730001102,0.4522859157575654,9.494586709506184
1890,Student,Singles,Musical,Tiles,3,51,44.32333160731151,2,1,2,1,9,8.2172916694071,8.351181757741157,11.062350586184241,21.21238029617002,0.5247972634816772,9.292587687191938
1891,Nurse,Couple,Gaming,Metal,2,32,45.295834419072975,3,1,1,1,8,7.680564575211183,11.07278029134524,33.895178100179464,24.841149622637285,0.2686728082870694,9.364480319318975
1892,Salesman,Seniors,Crafty,Tiles,3,41,65.18083901838976,3,1,1,0,7,9.905578384156572,4.0838213279000035,9.91059450492833,26.28251039449495,0.43159049253989196,11.130504637906691
1893,Nurse,Seniors,Outdoor,Concrete,1,35,80.85263252182554,1,1,1,1,8,9.560427762371928,34.91806851809134,26.423937701197257,6.9470700247315955,0.3983075268626249,12.110794161269132
1894,Salesman,Seniors,Travelling,Wood,2,54,87.37486182818058,0,0,1,1,8,6.743314285022005,3.270915475888998,2.0017163829983504,3.068071917288476,0.6371866853505106,8.143308437419307
1895,Firefighter,Singles,Travelling,Metal,2,49,51.15555991278705,2,1,1,1,7,7.841018479422968,5.067136971196891,6.9166800955030014,6.272841087968457,0.5169506653912476,6.032372966786785
1896,Nurse,Singles,Crafty,Wood,2,52,62.42516577142861,3,1,1,1,8,17.292976233651174,7.445453566708575,18.290819788559894,24.00675849056617,0.38456451162146127,12.09058851240238
1897,Nurse,Singles,Sporty,Concrete,3,59,97.54995386507453,2,1,2,1,8,6.844184021294543,7.824733510958246,6.704280057120877,11.303031418203608,0.5390900699272007,9.131130704932641
1898,Salesman,Seniors,Outdoor,Wood,2,47,102.74468876817701,3,2,1,1,4,45.14660361027962,8.844035546506603,9.03656092349276,18.471834926379323,0.7280572569948232,10.258738249872097
1899,Student,Family,Gaming,Glas,3,64,105.56577553747027,3,1,2,1,1,11.930408326871445,13.234309613038702,14.293401118172175,28.914963864849987,0.6011740959451821,9.98214452690838
1900,Nurse,Singles,Crafty,Wood,3,49,63.425549270176504,4,1,1,1,7,14.608810838691792,12.668590767689022,12.118970690699602,52.05714890968217,0.4626657655858227,9.697527577614867
1901,Firefighter,Seniors,Travelling,Metal,4,38,63.744452027565885,4,2,1,1,7,38.298395514309426,39.78422713648683,33.3680014139643,205.9829937033465,0.6308804223640538,11.190455685431138
1902,Nurse,Family,Sporty,Glas,3,60,51.06534834525714,3,2,1,0,7,10.092378199498068,8.69562946521684,4.393324497091986,14.57372740308202,0.5125766698459585,9.010371315190465
1903,Firefighter,Couple,Outdoor,Concrete,2,53,37.89156755437006,4,1,1,1,8,5.706196072287555,3.226128375422077,8.294692449933786,16.690748565110056,0.47884184744741015,6.591482672345319
1904,Nurse,Seniors,Musical,Tiles,1,32,71.62050136208258,2,1,1,1,8,11.988909075023052,42.16785177916804,34.037766230179486,20.04986353564007,0.39752516711936225,12.38902572411532
1905,Teacher,Family,Travelling,Metal,2,48,81.85762698733525,2,1,1,1,7,28.86857859336777,4.670042308830819,4.720611607723044,55.289455079665956,0.3651746529289319,9.439094389387702
1906,Teacher,Seniors,Sporty,Concrete,2,41,56.60772270064005,2,1,1,0,9,19.376505833149004,8.931785822409136,16.395678187470306,24.253778583023053,0.4006410950591313,11.36692477902396
1907,Firefighter,Couple,Sporty,Tiles,2,49,85.85511427601325,2,1,1,1,8,12.049749860855195,4.570919130006342,5.582666514214747,23.42025107168606,0.48270351531901856,8.982312030379807
1908,Nurse,Singles,Crafty,Tiles,2,60,83.38110532052028,3,2,1,0,5,11.065967943949746,29.909010862199988,56.76441810318948,43.34297669036957,0.45228178813093567,9.042606063257535
1909,Firefighter,Seniors,Musical,Tiles,2,42,44.81187636455731,3,1,1,1,10,16.395755977019213,14.72005069125524,19.599545355273868,51.905861638692656,0.588935247009911,13.119370595092214
1910,Student,Couple,Crafty,Concrete,3,56,114.48336465003389,2,1,1,1,7,14.961108419409108,7.095630966726889,7.0091040129267554,71.22318560554034,0.40929610369354297,10.287965339246472
1911,Firefighter,Singles,Crafty,Concrete,2,56,55.743309719183415,2,1,1,1,6,10.606382502166449,4.552873848454113,2.861778420396202,10.752410616802514,0.36170624045484884,9.112330317036097
1912,Data Scientist,Seniors,Travelling,Tiles,3,52,60.63512892340909,2,1,2,1,8,9.121229802295986,15.228378128092482,17.845631794749828,60.43802856734142,0.5743508621938304,7.988426644630051
1913,Teacher,Couple,Sporty,Glas,2,54,86.7185427733336,1,1,1,0,5,13.757008542025414,11.337230387420332,13.383052577285392,6.971637865097268,0.15427447099070285,8.18924992398386
1914,Data Scientist,Singles,Crafty,Metal,5,44,57.38432717353511,3,2,1,0,8,25.68036893312676,27.37955020646971,33.619940389814055,186.04884413257392,0.5115338879435952,14.67515980525258
1915,Student,Couple,Gaming,Wood,1,58,60.60152323376603,2,0,1,1,7,8.71871894132587,11.839141909002706,11.13739598886501,6.027006561187074,0.5017112515870334,10.085501684464864
1916,Salesman,Seniors,Musical,Tiles,1,51,64.22569296820036,1,2,1,1,7,16.464299263343865,3.19669746476766,5.453933590575883,24.40378562204552,0.6134206316747913,7.606458105568664
1917,Teacher,Seniors,Sporty,Glas,1,41,95.4752627211831,1,0,0,1,5,18.162411873454595,5.663246171104141,3.738446596900434,13.651353581887433,0.47366893162212104,9.575508654910301
1918,Student,Family,Gaming,Wood,2,53,47.81882822164468,3,1,1,1,6,6.963770520102722,2.5375422334753366,6.743078571264808,23.173403453933833,0.4754527288633268,5.97241011349155
1919,Salesman,Seniors,Travelling,Wood,1,44,52.542549192132896,2,1,1,1,7,12.56197575766675,13.237778816713242,15.47297782218797,22.709706170380112,0.47543460880788796,8.733788379443606
1920,Salesman,Couple,Gaming,Wood,2,47,50.93673702087203,2,1,1,1,7,8.399148127604445,6.032322392510944,5.238635884160271,36.133073959016016,0.5031209638425127,7.99374897912526
1921,Data Scientist,Family,Gaming,Metal,3,62,78.26736509166169,2,1,1,1,10,6.3891689607209265,4.201821350598412,4.246592245133553,4.776341237365627,0.4089401261367282,11.318920878283727
1922,Nurse,Seniors,Travelling,Tiles,1,47,69.66235778846072,2,0,1,1,5,10.360397703101047,5.285566945926084,14.837745599733955,12.780906097771908,0.4515574764915707,5.898738547766957
1923,Student,Singles,Gaming,Metal,1,57,43.37310117620584,2,1,1,1,6,4.228285356243527,8.740956526603833,5.874914687194051,7.059634062405506,0.332190714657949,5.890116173417839
1924,Data Scientist,Family,Outdoor,Metal,2,55,77.40852246057072,2,1,2,1,8,12.58787157110266,7.119906193663226,10.753781545984458,9.531198634323317,0.339299956674181,11.960364652101543
1925,Firefighter,Singles,Crafty,Concrete,2,32,61.059184897527466,2,1,1,1,8,6.957110695180851,21.964202695672245,10.39177182248082,30.976094034810806,0.37512698734247923,10.107378789102102
1926,Teacher,Seniors,Musical,Tiles,1,40,58.884039775664824,1,0,1,0,7,9.583341651106288,7.4692860284433005,6.138940056921313,9.00016050222696,0.34772828981051956,9.570178718791214
1927,Data Scientist,Family,Crafty,Concrete,2,50,50.487048181235885,2,1,0,1,7,9.847820167716922,4.475329639212118,14.042524516873142,28.075032538021667,0.45221406184024787,7.770772008378896
1928,Firefighter,Singles,Musical,Wood,2,38,85.9889985775054,3,1,1,1,5,19.3081103801297,8.018118872620088,23.65177693837794,42.00269239964088,0.5767507317680574,8.985475914443379
1929,Salesman,Seniors,Sporty,Wood,2,41,78.089059109384,1,1,1,1,8,7.265644879326353,10.702073565566863,7.091368516953629,4.2837301542991435,0.5393393332322165,13.53116447779719
1930,Student,Couple,Gaming,Glas,2,43,40.16140463302424,2,1,1,1,7,16.4104589858795,6.530489254281226,5.090583583428931,26.33405495822298,0.41800141498682314,8.13923761821287
1931,Salesman,Family,Gaming,Glas,4,57,66.46048604877984,5,1,2,0,8,17.499509138180017,11.778100770268685,12.531675900733996,24.089896716213048,0.6384991765207426,11.095448748916718
1932,Salesman,Couple,Sporty,Tiles,2,49,28.396537809954143,3,1,1,1,10,13.746293618871709,4.305328098498455,5.362613302991599,17.325237908641096,0.44815747025597524,13.276246415200161
1933,Data Scientist,Singles,Travelling,Glas,1,52,85.02864635250339,1,2,1,1,7,9.166420070772032,11.928250649708547,11.209987768254058,34.49092219976288,0.3844432766819892,8.447541759386892
1934,Teacher,Couple,Gaming,Metal,3,50,66.34876930698734,3,1,2,0,4,7.606289995839439,20.681510528708543,8.105485180633293,42.17713233626811,0.5465592175782382,8.491532692558113
1935,Nurse,Singles,Travelling,Concrete,2,45,90.86536490892976,2,1,1,1,4,10.33586202791474,10.316830929684999,11.557343704383396,13.308272095542804,0.4949870110957399,7.393635653028462
1936,Student,Couple,Crafty,Glas,3,51,66.6073248799597,2,1,2,0,7,17.56319514423768,18.462243620229337,34.84648077723077,16.709043655209555,0.3552875157460441,11.222287420567195
1937,Nurse,Seniors,Travelling,Concrete,2,63,63.95920698675423,2,1,2,1,8,13.080285489125698,5.2023450522606165,10.774794142402591,21.830089031548866,0.5718695141500829,12.437684171378729
1938,Nurse,Seniors,Musical,Glas,3,43,78.57197350644239,3,2,1,0,8,19.44579631691358,7.999373075400193,21.982783731419037,35.71225622800606,0.6582114683620605,10.41850171620693
1939,Data Scientist,Singles,Sporty,Glas,3,45,95.38447261112657,2,1,1,1,4,14.855396792654695,14.50901496195598,9.972849991775487,41.11356190258166,0.5502216398730304,8.984742295071038
1940,Student,Family,Crafty,Metal,4,67,67.60968850045623,4,2,2,1,8,11.139463565592996,4.170613481510626,4.056717998083978,14.673619208127818,0.5538173145135078,10.908557419100289
1941,Data Scientist,Family,Travelling,Tiles,3,51,85.6082505672599,2,2,1,1,8,15.486421097888506,9.614901333725939,9.889425330165304,21.176849154209176,0.7761963379301189,8.434470526877748
1942,Firefighter,Couple,Musical,Metal,2,44,73.24496191219718,2,2,1,0,8,10.495801074188119,12.142513727536032,10.793339156535783,11.218678580805674,0.6828255664593914,10.029698612475524
1943,Nurse,Couple,Musical,Wood,2,56,49.37486884975812,3,2,2,1,8,12.618865741961965,6.5713014274030765,15.525090825846856,50.938840421558666,0.5824510973004638,9.35613000396755
1944,Student,Seniors,Outdoor,Metal,4,57,55.34342013893668,3,2,2,1,6,14.962405439430313,14.053562189468911,13.095931225344575,25.191530643957503,0.5723155603401907,8.806310662734635
1945,Teacher,Singles,Musical,Concrete,2,45,37.52911498102955,3,1,1,1,6,5.04030821963968,20.364394145317572,13.28898452612273,36.26430279481813,0.6734674713837696,6.464046028895209
1946,Teacher,Family,Musical,Concrete,3,44,98.96021249443677,3,1,2,1,5,7.230816161324423,15.342888320671214,8.119807910355611,8.227444330083973,0.4782883843019331,11.13134881005723
1947,Nurse,Singles,Gaming,Tiles,2,57,50.703005960969186,3,1,1,1,7,18.097104193533653,11.385435502990157,12.516566784817444,36.250546173668894,0.6088860290760819,11.308606918425298
1948,Data Scientist,Family,Travelling,Metal,2,44,41.05948516066673,2,1,1,0,8,10.815810040291067,15.386185219810526,5.0485362369713584,25.574011813854497,0.2109309984469864,9.976993452751882
1949,Salesman,Seniors,Outdoor,Concrete,2,47,91.6943725697361,2,1,1,1,6,16.127082938921546,22.237027907001888,10.641733655257227,49.60237465724702,0.46489761695425547,8.946032880847298
1950,Firefighter,Family,Musical,Tiles,1,53,59.5358932307988,2,1,1,1,7,10.21668606619209,5.545190510511601,8.739088974310247,5.136693579206689,0.4664822773733267,9.088120901396692
1951,Nurse,Seniors,Travelling,Tiles,2,45,57.95102696960304,3,1,2,1,9,19.059245886047236,5.610108861585643,6.226994716025835,17.023650854278085,0.5740145984902052,11.148516866496884
1952,Teacher,Singles,Sporty,Glas,3,64,63.854996218111815,3,1,2,1,7,4.911836553567125,6.516415927341136,9.634336883248546,26.296812309465608,0.4916298256092713,7.620139088174104
1953,Firefighter,Seniors,Outdoor,Wood,2,44,75.66091935384667,3,1,1,1,8,21.502596839809296,14.682376401763694,13.384760435876794,11.464002920135957,0.603566717405934,14.45881649979123
1954,Firefighter,Singles,Sporty,Wood,2,61,84.24896544544085,2,1,1,1,4,15.475628254460021,6.470972563443048,4.441390458247184,11.658566190857512,0.6403455767048416,8.776356378410279
1955,Salesman,Seniors,Outdoor,Wood,2,50,88.21567394850825,3,2,2,1,7,28.033950970247794,44.09823283633637,46.259531889986825,29.680872093015655,0.727546032116319,12.506497471223607
1956,Data Scientist,Family,Musical,Wood,1,52,62.7975176001782,2,1,1,0,7,9.487818279028653,6.639213194571526,10.957809572014648,7.592669722867659,0.5109221522880407,8.639470472196104
1957,Firefighter,Couple,Crafty,Tiles,4,54,89.83205182279247,3,1,2,1,8,8.647481123265727,10.590441517606928,8.492515556520786,18.59660388095385,0.49223015327517544,14.19415373087573
1958,Teacher,Family,Musical,Concrete,2,51,41.272284610130455,2,1,2,1,8,15.70219866855356,7.597973179672272,12.222571868646693,58.762606494624094,0.29858228791154146,8.896184458891932
1959,Salesman,Couple,Travelling,Glas,3,55,59.872948491292156,2,2,1,1,10,27.85873116952671,7.50288638554728,9.977207321886597,16.39103640468019,0.7042152738429486,15.161580092232166
1960,Student,Singles,Travelling,Glas,2,32,77.70525326833115,2,1,1,1,10,20.210804875809565,6.399621901220883,12.925518277911722,18.898124363892226,0.5838559085889845,13.601515653318675
1961,Nurse,Couple,Gaming,Glas,4,57,64.14743440567999,3,2,2,1,8,12.945245043519002,14.976906434556977,6.443601734137282,82.28132211021709,0.5612244085040154,11.818990873439512
1962,Salesman,Seniors,Crafty,Concrete,2,54,110.77266995709475,2,1,1,1,8,16.238728239683073,4.972374639616687,6.8577211088163565,13.058821408834524,0.7247550640457585,12.075559420842591
1963,Teacher,Singles,Travelling,Wood,2,52,81.43451686825155,3,1,1,1,8,12.537958505381816,14.232433315875102,19.4314310740617,19.576437514797284,0.5988668916856644,8.77654916843088
1964,Teacher,Singles,Gaming,Concrete,2,53,83.79884515676339,2,1,1,0,1,7.332801946210309,31.080947659566267,12.682129848461505,12.830474566420719,0.3389452011709412,4.934563570681673
1965,Nurse,Couple,Sporty,Metal,3,54,67.65978973487717,4,1,2,1,9,24.558821133291993,5.691456929170284,12.055852215201615,17.491469116401422,0.7011917011227758,15.017344857013475
1966,Firefighter,Family,Gaming,Metal,2,56,93.8630333243499,3,1,2,1,7,13.674144863583596,8.661996559391302,6.98375225032147,3.4514031976931103,0.6743046881523849,10.338831440597279
1967,Nurse,Couple,Musical,Metal,3,53,88.62870244905065,2,1,1,1,7,12.635626879655002,10.502769062504353,12.583801569057341,26.648530978196558,0.7557142583091079,10.241056204976546
1968,Salesman,Singles,Sporty,Concrete,2,50,70.20149688283622,2,1,1,1,7,13.579877549753778,6.872256357032204,5.8043278894113195,4.236668684465882,0.3458059657201196,9.727657904683218
1969,Nurse,Couple,Sporty,Glas,2,62,99.79128016779337,3,2,1,0,4,9.680081022330477,4.965215723533854,7.6256142786362435,10.194942970772344,0.528365304168686,8.627510890916009
1970,Teacher,Singles,Travelling,Metal,1,48,73.61437115208234,1,0,1,1,7,12.110011215081727,4.564974728935253,7.533238592191045,4.642973859574683,0.44325840621143076,9.998705262108238
1971,Teacher,Seniors,Musical,Tiles,2,44,46.11225647852997,1,1,1,1,7,13.589168146457492,16.52087909326423,4.979206748236713,34.608254347346254,0.26290092314829017,12.313215042223021
1972,Firefighter,Seniors,Sporty,Concrete,4,60,119.6792898267822,4,2,2,0,8,23.252686504401296,10.66080658017507,22.13328998020441,56.44866848751652,0.6823961985398608,13.8461929850585
1973,Teacher,Couple,Sporty,Concrete,2,54,43.99161695135355,2,2,2,1,9,9.318415474065887,7.099320578952091,6.124857892162029,11.361175250659079,0.4808562443859091,9.05729717343172
1974,Salesman,Seniors,Crafty,Wood,2,33,65.90435334593842,2,0,1,1,8,14.531615539202889,7.868353347578226,29.07711967483503,13.04750796708606,0.5980655329573319,11.297215860814699
1975,Nurse,Couple,Crafty,Wood,2,52,59.30796105780226,2,1,1,1,4,10.349101127295508,3.530610887663948,3.417172891084196,6.600756347117462,0.5007147135787485,6.4281800094535315
1976,Student,Seniors,Travelling,Concrete,3,52,131.1269218811446,2,1,2,1,8,12.236851771356442,15.416627350264003,20.410311014219122,21.230909279850703,0.6082863342655322,12.285150222620429
1977,Teacher,Singles,Musical,Metal,4,47,45.32865507820461,2,1,1,1,7,10.023111867586106,5.2546039199485834,4.337976463140702,27.342542125408023,0.3502959270502942,6.776219344680118
1978,Data Scientist,Singles,Travelling,Glas,3,38,62.14783529873263,3,1,1,1,8,12.16332199584626,10.109029114163004,24.14678181478365,32.68575334194256,0.4172422284338404,8.499994394041286
1979,Firefighter,Family,Travelling,Glas,3,51,100.19574894642402,3,1,1,1,8,17.325063737024536,12.405500521622482,13.86106091283693,18.381069118383188,0.5528536217614475,13.818652990932812
1980,Data Scientist,Family,Gaming,Metal,2,55,61.604838267529125,3,1,1,1,7,14.835903093607326,8.919980554650833,8.545446996133089,56.36089945428945,0.33441685364466833,10.464987295566921
1981,Firefighter,Singles,Travelling,Metal,3,53,158.7982999676691,3,1,1,1,7,16.390464581726945,6.937694422751461,10.604693630715676,26.01442226282981,0.6881868406096385,11.453160344030572
1982,Firefighter,Couple,Gaming,Tiles,2,49,39.247511674167924,1,1,1,1,10,12.346336578282457,2.542129271996708,2.0503496986664684,4.524480430071553,0.5397703818434527,10.157549070051688
1983,Student,Family,Travelling,Wood,2,37,35.66011661542002,2,1,1,0,9,15.82918953968067,10.019594607336067,9.607345405288681,5.571872365512082,0.23103088769235122,9.597955259034181
1984,Student,Couple,Sporty,Glas,2,54,38.17915574867525,2,1,2,0,4,8.205257442345513,3.2053421384137337,5.501770722140764,12.08440480517547,0.40074549690720956,3.9886873432244685
1985,Teacher,Singles,Crafty,Concrete,2,45,79.6390740861209,3,1,1,0,8,9.257871597577054,13.596693673862429,15.082861012847356,42.97366171310284,0.49317689031808626,8.57403331439431
1986,Teacher,Family,Musical,Metal,3,56,60.34397776620108,3,1,2,1,8,14.406753609246998,10.878922801524231,21.383991896667972,39.504626579952486,0.5080746626954953,11.13419348832037
1987,Data Scientist,Singles,Travelling,Wood,1,45,62.429074074139834,1,1,1,0,7,10.29334441033278,10.917748066995815,11.728455271102542,21.257151361353284,0.2975764153167063,9.296027400315413
1988,Nurse,Couple,Musical,Wood,1,46,22.752793380253028,2,1,1,1,8,6.589019054562181,8.001632950703302,17.50047057083778,39.56679346787535,0.25045743383795394,7.446276574717434
1989,Student,Seniors,Travelling,Tiles,4,41,67.20869105713321,3,1,1,1,7,8.771114421385072,11.296369352686979,5.038377263601019,21.09510743190368,0.48943627876881785,10.588066094133941
1990,Nurse,Couple,Crafty,Glas,3,53,52.28951711824967,3,2,1,1,7,9.866936632328539,2.39068742053399,8.198631642844123,6.024278708533612,0.6279468333271454,10.10547112694137
1991,Student,Family,Musical,Glas,2,52,43.518380127101054,3,1,1,1,8,8.089242363139846,22.607255449059032,13.692621798826378,77.15508339443758,0.3374999760828167,9.679863064683394
1992,Firefighter,Seniors,Gaming,Wood,3,43,74.89069764572734,3,2,1,1,6,10.539683498721983,37.187663330390876,30.43377583689207,100.03993137422378,0.5250790164810271,8.972118336253441
1993,Salesman,Family,Travelling,Glas,3,56,51.820871283886845,3,2,1,1,10,9.63486424619251,5.759889650627121,5.375097950543559,31.494591846613456,0.5505072494975113,10.53939977211007
1994,Salesman,Couple,Crafty,Glas,2,52,67.71877735349085,3,2,2,1,10,12.620117399390345,3.972795529208627,5.155326006321521,19.84642978674098,0.578526646407079,10.321470441999491
1995,Firefighter,Family,Musical,Metal,3,51,50.316912971892236,3,2,2,1,8,21.30710701306951,9.762768626233624,16.45949678627586,109.04070633738435,0.5664949142796932,10.01249646589259
1996,Data Scientist,Couple,Musical,Concrete,2,56,79.96638711077041,2,1,1,1,6,15.044740877006134,2.9627128608694395,8.857653037362065,28.31312504129071,0.19149679992347615,7.566866481946112
1997,Firefighter,Seniors,Sporty,Tiles,2,53,46.617370303762065,3,2,2,1,7,20.168594983368266,14.178681804611683,13.67458490641267,29.950430318688245,0.5813814281000442,10.181961743154504
1998,Nurse,Singles,Travelling,Wood,2,45,83.6801768609198,3,1,1,1,8,18.924647420682504,20.99090819741363,37.76358467984314,36.46016609987238,0.47786543662859704,13.769430876548526
1999,Data Scientist,Couple,Sporty,Glas,1,36,47.818049947550584,1,0,1,1,8,13.64702514785349,4.873495390909229,8.39441009889152,9.842839491058358,0.4689447878401764,9.55149193834174
2000,Teacher,Singles,Travelling,Glas,3,44,74.49218687265078,2,1,1,0,7,15.994612626019071,12.03715913444568,30.05167721927251,35.355963918737444,0.21932704438191827,9.817074576282032
2001,Salesman,Seniors,Sporty,Tiles,2,40,69.23436385780549,2,1,2,1,6,17.43447341711083,8.954080781511328,11.103078542175805,7.306935436670103,0.7566033961436323,11.904917498578396
2002,Data Scientist,Seniors,Outdoor,Wood,2,49,77.55734616406794,1,1,2,1,7,5.585536195466786,6.614474041832555,7.167500552903387,12.324150035512462,0.4859931031269614,9.44833871657076
2003,Firefighter,Couple,Gaming,Tiles,2,59,88.44125668196395,3,1,2,1,8,16.739542376205307,7.558083868667457,8.482672739633431,47.06290631044314,0.6391259565970775,12.837655823765912
